brand_code,artist,title,tier,method,chosen_ext,n_audio,n_candidates,note,chosen_path,alt_candidates
NOMAD-0617,Marina and The Diamonds,Froot,HIGH,local,flac,13,2,,NOMAD-0617 - Marina and The Diamonds - Froot/Marina and The Diamonds - Froot (Local).flac,NOMAD-0617 - Marina and The Diamonds - Froot/Marina and The Diamonds - Froot (Local).wav
NOMAD-0618,Maxton Waller,On My Way (Marching Band),HIGH,youtube,wav,11,2,,NOMAD-0618 - Maxton Waller - On My Way (Marching Band)/Maxton Waller - On My Way (Marching Band) (Youtube FiTiQ0nQKj0).wav,NOMAD-0618 - Maxton Waller - On My Way (Marching Band)/Maxton Waller - On My Way (Marching Band) (Youtube FiTiQ0nQKj0).webm
NOMAD-0619,100 gecs,mememe,HIGH,local,flac,27,14,,NOMAD-0619 - 100 gecs - mememe/100 gecs - mememe (Local).flac,NOMAD-0619 - 100 gecs - mememe/100 gecs - mememe (Local).wav ;; NOMAD-0619 - 100 gecs - mememe/mememe - 100 gecs Stems 151.532/Vocals.wav ;; NOMAD-0619 - 100 gecs - mememe/mememe - 100 gecs Stems 151.532/Synths.wav
NOMAD-0620,Stuck Out Here,Embarrass You,HIGH,youtube,wav,11,2,,NOMAD-0620 - Stuck Out Here - Embarrass You/Stuck Out Here - Embarrass You (Youtube DnTYiHXpGC4).wav,NOMAD-0620 - Stuck Out Here - Embarrass You/Stuck Out Here - Embarrass You (Youtube DnTYiHXpGC4).webm
NOMAD-0621,DCSane,Heart's Whiskey,HIGH,youtube,wav,14,2,,NOMAD-0621 - DCSane - Heart's Whiskey/DCSane - Heart's Whiskey (Youtube T3vDNqPJf7I).wav,NOMAD-0621 - DCSane - Heart's Whiskey/DCSane - Heart's Whiskey (Youtube T3vDNqPJf7I).webm
NOMAD-0622,Release,Devil's Handshake,HIGH,youtube,wav,11,2,,NOMAD-0622 - Release - Devil's Handshake/Release - Devil's Handshake (Youtube CEX7MmpYpF8).wav,NOMAD-0622 - Release - Devil's Handshake/Release - Devil's Handshake (Youtube CEX7MmpYpF8).webm
NOMAD-0623,Kelly Clarkson,Since U Been Gone (Pitch -3_ E major),HIGH,local,wav,15,2,,NOMAD-0623 - Kelly Clarkson - Since U Been Gone (Pitch -3_ E major)/Kelly Clarkson - Since U Been Gone (Pitch -3_ E major) (Local).wav,NOMAD-0623 - Kelly Clarkson - Since U Been Gone (Pitch -3_ E major)/02 - Since U Been Gone.flac
NOMAD-0624,Justin Townes Earle,Rogers Park,HIGH,local,flac,11,2,,NOMAD-0624 - Justin Townes Earle - Rogers Park/Justin Townes Earle - Rogers Park (Local).flac,NOMAD-0624 - Justin Townes Earle - Rogers Park/Justin Townes Earle - Rogers Park (Local).wav
NOMAD-0625,Armin van Buuren ft. Teddy Swims,Easy To Love,HIGH,local,flac,21,3,,NOMAD-0625 - Armin van Buuren ft. Teddy Swims - Easy To Love/Armin van Buuren ft. Teddy Swims - Easy To Love (Local).flac,NOMAD-0625 - Armin van Buuren ft. Teddy Swims - Easy To Love/Armin van Buuren ft. Teddy Swims - Easy To Love (Local).wav ;; NOMAD-0625 - Armin van Buuren ft. Teddy Swims - Easy To Love/Custom instrumental with BV/Armin van Buuren ft. Teddy Swims - Easy To Love (Local).wav
NOMAD-0626,Willie Nelson,One More Song to Write,HIGH,local,flac,15,2,,NOMAD-0626 - Willie Nelson - One More Song to Write/Willie Nelson - One More Song to Write (Local).flac,NOMAD-0626 - Willie Nelson - One More Song to Write/Willie Nelson - One More Song to Write (Local).wav
NOMAD-0627,Will Varley,Seize The Night,HIGH,local,flac,15,2,,NOMAD-0627 - Will Varley - Seize The Night/Will Varley - Seize The Night (Local).flac,NOMAD-0627 - Will Varley - Seize The Night/Will Varley - Seize The Night (Local).wav
NOMAD-0628,Passenger,"However It Comes, Wherever It Goes",HIGH,local,flac,15,2,,"NOMAD-0628 - Passenger - However It Comes, Wherever It Goes/Passenger - However It Comes, Wherever It Goes (Local).flac","NOMAD-0628 - Passenger - However It Comes, Wherever It Goes/Passenger - However It Comes, Wherever It Goes (Local).wav"
NOMAD-0629,Ricky Braddy,Anyone (Acoustic Cover of Demi Lovato),HIGH,youtube,wav,19,3,,NOMAD-0629 - Ricky Braddy - Anyone (Acoustic Cover of Demi Lovato)/Ricky Braddy - Anyone (Acoustic Cover of Demi Lovato) (Youtube XHYxo4eJlso).wav,"NOMAD-0629 - Ricky Braddy - Anyone (Acoustic Cover of Demi Lovato)/G major version/Ricky Braddy - Anyone (Acoustic Cover of Demi Lovato, Pitch -1: G major) (Youtube XHYxo4eJlso).wav ;; NOMAD-0629 - Ricky Braddy - Anyone (Acoustic Cover of Demi Lovato)/Ricky Braddy - Anyone (Acoustic Cover of Demi Lovato) (Youtube XHYxo4eJlso).webm"
NOMAD-0630,Bryan Adams,Help Me Make It Through The Night,HIGH,local,flac,15,2,,NOMAD-0630 - Bryan Adams - Help Me Make It Through The Night/Bryan Adams - Help Me Make It Through The Night (Local).flac,NOMAD-0630 - Bryan Adams - Help Me Make It Through The Night/Bryan Adams - Help Me Make It Through The Night (Local).wav
NOMAD-0631,Ivan Rivers,Mid-Riff,HIGH,youtube,wav,14,1,,NOMAD-0631 - Ivan Rivers - Mid-Riff/Ivan Rivers - Mid-Riff (Youtube mBsG_L11m2E).wav,
NOMAD-0632,Kane Brown,American Bad Dream,HIGH,local,flac,15,2,,NOMAD-0632 - Kane Brown - American Bad Dream/Kane Brown - American Bad Dream (Local).flac,NOMAD-0632 - Kane Brown - American Bad Dream/Kane Brown - American Bad Dream (Local).wav
NOMAD-0633,Mother Mother,Ghosting,HIGH,local,flac,13,2,,NOMAD-0633 - Mother Mother - Ghosting/Mother Mother - Ghosting (Local).flac,NOMAD-0633 - Mother Mother - Ghosting/Mother Mother - Ghosting (Local).wav
NOMAD-0634,Charlie Terrell,Libby Anna,HIGH,local,wav,17,4,,NOMAD-0634 - Charlie Terrell - Libby Anna/Charlie Terrell - Libby Anna (Local).wav,NOMAD-0634 - Charlie Terrell - Libby Anna/Charlie Terrell - Libby Anna (Youtube y6Pgts_whdo).wav ;; NOMAD-0634 - Charlie Terrell - Libby Anna/Charlie Terrell - Libby Anna (Local).webm ;; NOMAD-0634 - Charlie Terrell - Libby Anna/Charlie Terrell - Libby Anna (Youtube y6Pgts_whdo).webm
NOMAD-0635,Taylor Swift,Fortnight (feat. Post Malone),HIGH,local,flac,15,2,,NOMAD-0635 - Taylor Swift - Fortnight (feat. Post Malone)/Taylor Swift - Fortnight (feat. Post Malone) (Local).flac,NOMAD-0635 - Taylor Swift - Fortnight (feat. Post Malone)/Taylor Swift - Fortnight (feat. Post Malone) (Local).wav
NOMAD-0636,The Gaslight Anthem,National Anthem,HIGH,local,flac,15,2,,NOMAD-0636 - The Gaslight Anthem - National Anthem/The Gaslight Anthem - National Anthem (Local).flac,NOMAD-0636 - The Gaslight Anthem - National Anthem/The Gaslight Anthem - National Anthem (Local).wav
NOMAD-0637,The Lonely Island,Semicolon (feat. Solange),HIGH,local,flac,15,2,,NOMAD-0637 - The Lonely Island - Semicolon (feat. Solange)/The Lonely Island - Semicolon (feat. Solange) (Local).flac,NOMAD-0637 - The Lonely Island - Semicolon (feat. Solange)/The Lonely Island - Semicolon (feat. Solange) (Local).wav
NOMAD-0638,Lucky Daye,Algorithm,HIGH,local,flac,15,2,,NOMAD-0638 - Lucky Daye - Algorithm/Lucky Daye - Algorithm (Local).flac,NOMAD-0638 - Lucky Daye - Algorithm/Lucky Daye - Algorithm (Local).wav
NOMAD-0639,The Black Eyed Peas,They Don't Want Music,HIGH,local,flac,17,2,,NOMAD-0639 - The Black Eyed Peas - They Don't Want Music/The Black Eyed Peas - They Don't Want Music (Local).flac,NOMAD-0639 - The Black Eyed Peas - They Don't Want Music/The Black Eyed Peas - They Don't Want Music (Local).wav
NOMAD-0640,Tiger Really,Fundamentally Unlovable,HIGH,local,flac,19,2,,NOMAD-0640 - Tiger Really - Fundamentally Unlovable/Tiger Really - Fundamentally Unlovable (Local).flac,NOMAD-0640 - Tiger Really - Fundamentally Unlovable/Tiger Really - Fundamentally Unlovable (Local).wav
NOMAD-0641,Da Ali G Show,Jarvis Cocker,HIGH,original,flac,9,3,,NOMAD-0641 - Da Ali G Show - Jarvis Cocker/Da Ali G Show - Jarvis Cocker (Original Audio).flac,NOMAD-0641 - Da Ali G Show - Jarvis Cocker/Da Ali G Show - Jarvis Cocker (Original Audio).wav ;; NOMAD-0641 - Da Ali G Show - Jarvis Cocker/Da Ali G Show - Jarvis Cocker (Youtube nCZI4RkK5OY).wav
NOMAD-0642,Colin Hay,Send Somebody (Stripped Mix),HIGH,youtube,wav,15,2,,NOMAD-0642 - Colin Hay - Send Somebody (Stripped Mix)/Colin Hay - Send Somebody (Stripped Mix) (Youtube 1FrM74D2Woo).wav,NOMAD-0642 - Colin Hay - Send Somebody (Stripped Mix)/Colin Hay - Send Somebody (Stripped Mix) (Youtube 1FrM74D2Woo).webm
NOMAD-0643,Ernie Taylor,I Ain't Leavin' Yet,HIGH,local,wav,15,2,,NOMAD-0643 - Ernie Taylor - I Ain't Leavin' Yet/Ernie Taylor - I Ain't Leavin' Yet (Local).wav,NOMAD-0643 - Ernie Taylor - I Ain't Leavin' Yet/Ernie Taylor - I Ain't Leavin' Yet (Local).mp3
NOMAD-0644,Smashing Pumpkins,Here Is No Why,HIGH,local,flac,15,2,,NOMAD-0644 - Smashing Pumpkins - Here Is No Why/Smashing Pumpkins - Here Is No Why (Local).flac,NOMAD-0644 - Smashing Pumpkins - Here Is No Why/Smashing Pumpkins - Here Is No Why (Local).wav
NOMAD-0645,Drake,Virginia Beach,HIGH,local,flac,15,2,,NOMAD-0645 - Drake - Virginia Beach/Drake - Virginia Beach (Local).flac,NOMAD-0645 - Drake - Virginia Beach/Drake - Virginia Beach (Local).wav
NOMAD-0646,Maverick City Music,I Thank God,HIGH,youtube,wav,14,1,,NOMAD-0646 - Maverick City Music - I Thank God/Maverick City Music - I Thank God (Youtube 5bOgOBFy9sE).wav,
NOMAD-0647,Ax and the Hatchetmen,Drive-in Movie,HIGH,local,flac,17,2,,NOMAD-0647 - Ax and the Hatchetmen - Drive-in Movie/Ax and the Hatchetmen - Drive-in Movie (Local).flac,NOMAD-0647 - Ax and the Hatchetmen - Drive-in Movie/Ax and the Hatchetmen - Drive-in Movie (Local).wav
NOMAD-0648,Faith No More,Das Schutzenfest,HIGH,local,flac,15,2,,NOMAD-0648 - Faith No More - Das Schutzenfest/Faith No More - Das Schutzenfest (Local).flac,NOMAD-0648 - Faith No More - Das Schutzenfest/Faith No More - Das Schutzenfest (Local).wav
NOMAD-0649,Miguel,Use Me,HIGH,local,flac,15,2,,NOMAD-0649 - Miguel - Use Me/Miguel - Use Me (Local).flac,NOMAD-0649 - Miguel - Use Me/Miguel - Use Me (Local).wav
NOMAD-0650,Ivan Rivers,Sad Around Me,HIGH,local,flac,15,2,,NOMAD-0650 - Ivan Rivers - Sad Around Me/Ivan Rivers - Sad Around Me (Local).flac,NOMAD-0650 - Ivan Rivers - Sad Around Me/Ivan Rivers - Sad Around Me (Local).wav
NOMAD-0651,Young The Giant,Both Sides Now,HIGH,youtube,wav,14,1,,NOMAD-0651 - Young The Giant - Both Sides Now/Young The Giant - Both Sides Now (Youtube oSiv5p5rrrY).wav,
NOMAD-0652,Jimmy Buffett,Bob Robert's Society Band,HIGH,local,flac,15,2,,NOMAD-0652 - Jimmy Buffett - Bob Robert's Society Band/Jimmy Buffett - Bob Robert's Society Band (Local).flac,NOMAD-0652 - Jimmy Buffett - Bob Robert's Society Band/Jimmy Buffett - Bob Robert's Society Band (Local).wav
NOMAD-0653,"buildspace, MAYV",the end,HIGH,local,wav,15,2,,"NOMAD-0653 - buildspace, MAYV - the end/buildspace, MAYV - the end (Local).wav","NOMAD-0653 - buildspace, MAYV - the end/buildspace, MAYV - the end (Local).mp3"
NOMAD-0654,Frank Turner,A Wave Across A Bay,HIGH,local,flac,15,2,,NOMAD-0654 - Frank Turner - A Wave Across A Bay/Frank Turner - A Wave Across A Bay (Local).flac,NOMAD-0654 - Frank Turner - A Wave Across A Bay/Frank Turner - A Wave Across A Bay (Local).wav
NOMAD-0655,Angel Olsen,Eyes Without A Face,HIGH,local,flac,17,2,,NOMAD-0655 - Angel Olsen - Eyes Without A Face/Angel Olsen - Eyes Without A Face (Local).flac,NOMAD-0655 - Angel Olsen - Eyes Without A Face/Angel Olsen - Eyes Without A Face (Local).wav
NOMAD-0656,Deven May,The Sensitive Song (from Cops),HIGH,local,wav,19,4,,NOMAD-0656 - Deven May - The Sensitive Song (from Cops)/Deven May - The Sensitive Song (from Cops) (Local).wav,NOMAD-0656 - Deven May - The Sensitive Song (from Cops)/Deven May - The Sensitive Song (from Cops) (Local)_G♭_minor__bpm_95.wav ;; NOMAD-0656 - Deven May - The Sensitive Song (from Cops)/Deven May - The Sensitive Song (from Cops) (Local).mp3 ;; NOMAD-0656 - Deven May - The Sensitive Song (from Cops)/Sensitive Song (Cops The Musical) (C) piano.mp3
NOMAD-0657,The Mountain Goats,Night Light,HIGH,local,flac,15,2,,NOMAD-0657 - The Mountain Goats - Night Light/The Mountain Goats - Night Light (Local).flac,NOMAD-0657 - The Mountain Goats - Night Light/The Mountain Goats - Night Light (Local).wav
NOMAD-0658,Steppenwolf,Born To Be Wild,HIGH,local,flac,15,2,,NOMAD-0658 - Steppenwolf - Born To Be Wild/Steppenwolf - Born To Be Wild (Local).flac,NOMAD-0658 - Steppenwolf - Born To Be Wild/Steppenwolf - Born To Be Wild (Local).wav
NOMAD-0659,Bobby Solo,O sole mio,HIGH,local,wav,15,2,,NOMAD-0659 - Bobby Solo - O sole mio/Bobby Solo - O sole mio (Local).wav,NOMAD-0659 - Bobby Solo - O sole mio/Bobby Solo - O sole mio (Local).mp3
NOMAD-0660,HCA West,Driving Quality,HIGH,local,flac,15,2,,NOMAD-0660 - HCA West - Driving Quality/HCA West - Driving Quality (Local).flac,NOMAD-0660 - HCA West - Driving Quality/HCA West - Driving Quality (Local).wav
NOMAD-0661,Engelbert Humperdinck,Marry Me,HIGH,local,wav,15,2,,NOMAD-0661 - Engelbert Humperdinck - Marry Me/Engelbert Humperdinck - Marry Me (Local).wav,NOMAD-0661 - Engelbert Humperdinck - Marry Me/Engelbert Humperdinck - Marry Me (Local).mp3
NOMAD-0662,Mark Knopfler,Are We in Trouble Now,HIGH,local,flac,18,2,,NOMAD-0662 - Mark Knopfler - Are We in Trouble Now/Mark Knopfler - Are We in Trouble Now (Local).flac,NOMAD-0662 - Mark Knopfler - Are We in Trouble Now/Mark Knopfler - Are We in Trouble Now (Local).wav
NOMAD-0663,Danny Pynes,One Night in Spain,HIGH,local,flac,15,2,,NOMAD-0663 - Danny Pynes - One Night in Spain/Danny Pynes - One Night in Spain (Local).flac,NOMAD-0663 - Danny Pynes - One Night in Spain/Danny Pynes - One Night in Spain (Local).wav
NOMAD-0664,The Butterfly Effect,I’m Not Okay,HIGH,local,flac,17,2,,NOMAD-0664 - The Butterfly Effect - I’m Not Okay/The Butterfly Effect - I’m Not Okay (Local).flac,NOMAD-0664 - The Butterfly Effect - I’m Not Okay/The Butterfly Effect - I’m Not Okay (Local).wav
NOMAD-0665,The Sonic Bridges,Sweet Evelyn,HIGH,youtube,wav,17,1,,NOMAD-0665 - The Sonic Bridges - Sweet Evelyn/The Sonic Bridges - Sweet Evelyn (Youtube dgLRNZzWHkY).wav,
NOMAD-0666,Carrie and Jake,Wedding Medley,HIGH,local,flac,9,4,,NOMAD-0666 - Carrie and Jake - Wedding Medley/Carrie and Jake - Wedding Medley (Local).flac,NOMAD-0666 - Carrie and Jake - Wedding Medley/Carrie and Jake - Wedding Medley (Local).wav ;; NOMAD-0666 - Carrie and Jake - Wedding Medley/V3 (Leopard Background)/Carrie and Jake - Wedding Medley (Local).wav ;; NOMAD-0666 - Carrie and Jake - Wedding Medley/Carrie and Jake - Wedding Medley.wav
NOMAD-0667,Gregory Porter,Insanity (feat. Lalah Hathaway),HIGH,local,flac,10,2,,NOMAD-0667 - Gregory Porter - Insanity (feat. Lalah Hathaway)/Gregory Porter - Insanity (feat. Lalah Hathaway) (Local).flac,NOMAD-0667 - Gregory Porter - Insanity (feat. Lalah Hathaway)/Gregory Porter - Insanity (feat. Lalah Hathaway) (Local).wav
NOMAD-0668,Linda Feller,"Ich weiss genau, was ich will",HIGH,local,wav,11,3,,"NOMAD-0668 - Linda Feller - Ich weiss genau, was ich will/Linda Feller - Ich weiss genau, was ich will (Local).wav","NOMAD-0668 - Linda Feller - Ich weiss genau, was ich will/Linda Feller - Ich weiss genau, was ich will (Local).mp3 ;; NOMAD-0668 - Linda Feller - Ich weiss genau, was ich will/05 - Linda Feller - Ich weiß genau was ich will.flac"
NOMAD-0669,Mikey Chuck Rivers,She's Cryin' (I'm Drunk Again),HIGH,youtube,wav,9,1,,NOMAD-0669 - Mikey Chuck Rivers - She's Cryin' (I'm Drunk Again)/Mikey Chuck Rivers - She's Cryin' (I'm Drunk Again) (Youtube qPwIkTDf4A0).wav,
NOMAD-0670,Gregory Porter,Insanity (feat. Lalah Hathaway) (Duet),HIGH,local,flac,5,2,,NOMAD-0670 - Gregory Porter - Insanity (feat. Lalah Hathaway) (Duet)/Gregory Porter - Insanity (feat. Lalah Hathaway) (Duet) (Local).flac,NOMAD-0670 - Gregory Porter - Insanity (feat. Lalah Hathaway) (Duet)/Gregory Porter - Insanity (feat. Lalah Hathaway) (Duet) (Local).wav
NOMAD-0671,Country Rose,Spaß Am Leben,HIGH,local,wav,15,2,,NOMAD-0671 - Country Rose - Spaß Am Leben/Country Rose - Spaß Am Leben (Local).wav,NOMAD-0671 - Country Rose - Spaß Am Leben/Country Rose - Spaß Am Leben (Local).mp3
NOMAD-0672,Tom Astor,Du bist da (wenn's drum geht),HIGH,local,wav,15,2,,NOMAD-0672 - Tom Astor - Du bist da (wenn's drum geht)/Tom Astor - Du bist da (wenn's drum geht) (Local).wav,NOMAD-0672 - Tom Astor - Du bist da (wenn's drum geht)/Tom Astor - Du bist da (wenn's drum geht) (Local).mp3
NOMAD-0673,Linda Feller,"Wenn überhaupt, dann nur Country",HIGH,local,wav,15,2,,"NOMAD-0673 - Linda Feller - Wenn überhaupt, dann nur Country/Linda Feller - Wenn überhaupt, dann nur Country (Local).wav","NOMAD-0673 - Linda Feller - Wenn überhaupt, dann nur Country/Linda Feller - Wenn überhaupt, dann nur Country (Local).mp3"
NOMAD-0674,Alabama,The Fans,HIGH,local,flac,24,2,,NOMAD-0674 - Alabama - The Fans/Alabama - The Fans (Local).flac,NOMAD-0674 - Alabama - The Fans/Alabama - The Fans (Local).wav
NOMAD-0675,Ghost Brothers,What Kind Of Man Am I,HIGH,local,wav,21,2,,NOMAD-0675 - Ghost Brothers - What Kind Of Man Am I/Ghost Brothers - What Kind Of Man Am I (Local).wav,NOMAD-0675 - Ghost Brothers - What Kind Of Man Am I/Ghost Brothers - What Kind Of Man Am I (Local).mp3
NOMAD-0676,The Stand,"Baby, Can You Dig Your Man",HIGH,local,wav,19,2,,"NOMAD-0676 - The Stand - Baby, Can You Dig Your Man/The Stand - Baby, Can You Dig Your Man (Local).wav","NOMAD-0676 - The Stand - Baby, Can You Dig Your Man/The Stand - Baby, Can You Dig Your Man (Local).mp3"
NOMAD-0677,Nu Shooz,I Can't Wait,HIGH,local,flac,19,2,,NOMAD-0677 - Nu Shooz - I Can't Wait/Nu Shooz - I Can't Wait (Local).flac,NOMAD-0677 - Nu Shooz - I Can't Wait/Nu Shooz - I Can't Wait (Local).wav
NOMAD-0678,Freddie Jackson,All I'll Ever Ask (feat. Najee),HIGH,local,flac,26,2,,NOMAD-0678 - Freddie Jackson - All I'll Ever Ask (feat. Najee)/Freddie Jackson - All I'll Ever Ask (feat. Najee) (Local).flac,NOMAD-0678 - Freddie Jackson - All I'll Ever Ask (feat. Najee)/Freddie Jackson - All I'll Ever Ask (feat. Najee) (Local).wav
NOMAD-0679,Linda Feller,Du bist das Salz in meiner Suppe,HIGH,local,wav,26,2,,NOMAD-0679 - Linda Feller - Du bist das Salz in meiner Suppe/Linda Feller - Du bist das Salz in meiner Suppe (Local).wav,NOMAD-0679 - Linda Feller - Du bist das Salz in meiner Suppe/Linda Feller - Du bist das Salz in meiner Suppe (Local).mp3
NOMAD-0680,"Claudia Jung, Tom Astor",Wer Liebe Sucht,HIGH,local,wav,26,2,,"NOMAD-0680 - Claudia Jung, Tom Astor - Wer Liebe Sucht/Claudia Jung, Tom Astor - Wer Liebe Sucht (Local).wav","NOMAD-0680 - Claudia Jung, Tom Astor - Wer Liebe Sucht/Claudia Jung, Tom Astor - Wer Liebe Sucht (Local).mp3"
NOMAD-0681,The Smashing Pumpkins,Tales of a Scorched Earth,HIGH,local,flac,26,2,,NOMAD-0681 - The Smashing Pumpkins - Tales of a Scorched Earth/The Smashing Pumpkins - Tales of a Scorched Earth (Local).flac,NOMAD-0681 - The Smashing Pumpkins - Tales of a Scorched Earth/The Smashing Pumpkins - Tales of a Scorched Earth (Local).wav
NOMAD-0682,The Smashing Pumpkins,Thru the Eyes of Ruby,HIGH,local,flac,26,2,,NOMAD-0682 - The Smashing Pumpkins - Thru the Eyes of Ruby/The Smashing Pumpkins - Thru the Eyes of Ruby (Local).flac,NOMAD-0682 - The Smashing Pumpkins - Thru the Eyes of Ruby/The Smashing Pumpkins - Thru the Eyes of Ruby (Local).wav
NOMAD-0683,Tom Astor,Geistertruck,HIGH,local,wav,26,2,,NOMAD-0683 - Tom Astor - Geistertruck/Tom Astor - Geistertruck (Local).wav,NOMAD-0683 - Tom Astor - Geistertruck/Tom Astor - Geistertruck (Local).mp3
NOMAD-0684,Charlie McCoy,Cherry Berry Wine,HIGH,youtube,wav,25,1,,NOMAD-0684 - Charlie McCoy - Cherry Berry Wine/Charlie McCoy - Cherry Berry Wine (Youtube ttHXxnvcBbQ).wav,
NOMAD-0685,Jon Foreman,White As Snow,HIGH,local,flac,26,2,,NOMAD-0685 - Jon Foreman - White As Snow/Jon Foreman - White As Snow (Local).flac,NOMAD-0685 - Jon Foreman - White As Snow/Jon Foreman - White As Snow (Local).wav
NOMAD-0686,Jhariah,"RISK, RISK, RISK!",HIGH,local,flac,26,2,,"NOMAD-0686 - Jhariah - RISK, RISK, RISK!/Jhariah - RISK, RISK, RISK! (Local).flac","NOMAD-0686 - Jhariah - RISK, RISK, RISK!/Jhariah - RISK, RISK, RISK! (Local).wav"
NOMAD-0687,FLETCHER,Sting,HIGH,local,flac,26,2,,NOMAD-0687 - FLETCHER - Sting/FLETCHER - Sting (Local).flac,NOMAD-0687 - FLETCHER - Sting/FLETCHER - Sting (Local).wav
NOMAD-0688,FLETCHER,Lead Me On,HIGH,local,flac,26,2,,NOMAD-0688 - FLETCHER - Lead Me On/FLETCHER - Lead Me On (Local).flac,NOMAD-0688 - FLETCHER - Lead Me On/FLETCHER - Lead Me On (Local).wav
NOMAD-0689,TV Girl,I Wonder Who She's Kissing Now,HIGH,local,flac,15,2,,NOMAD-0689 - TV Girl - I Wonder Who She's Kissing Now/TV Girl - I Wonder Who She's Kissing Now (Local).flac,NOMAD-0689 - TV Girl - I Wonder Who She's Kissing Now/TV Girl - I Wonder Who She's Kissing Now (Local).wav
NOMAD-0690,Charming Disaster,Blacksnake,HIGH,local,flac,17,2,,NOMAD-0690 - Charming Disaster - Blacksnake/Charming Disaster - Blacksnake (Local).flac,NOMAD-0690 - Charming Disaster - Blacksnake/Charming Disaster - Blacksnake (Local).wav
NOMAD-0691,Red Hot Chili Peppers,Deep Kick,HIGH,local,flac,26,2,,NOMAD-0691 - Red Hot Chili Peppers - Deep Kick/Red Hot Chili Peppers - Deep Kick (Local).flac,NOMAD-0691 - Red Hot Chili Peppers - Deep Kick/Red Hot Chili Peppers - Deep Kick (Local).wav
NOMAD-0692,Jeff Jeffers,Freedoms Price,HIGH,local,wav,19,2,,NOMAD-0692 - Jeff Jeffers - Freedoms Price/Jeff Jeffers - Freedoms Price (Local).wav,NOMAD-0692 - Jeff Jeffers - Freedoms Price/Jeff Jeffers - Freedoms Price (Local).mp3
NOMAD-0693,Debbie Reynolds,Chrissy the Christmas Mouse,HIGH,youtube,wav,6,1,,NOMAD-0693 - Debbie Reynolds - Chrissy the Christmas Mouse/Debbie Reynolds - Chrissy the Christmas Mouse (Youtube tyJ3sovlKKA).wav,
NOMAD-0694,LION BABE,Just Me,HIGH,youtube,wav,25,1,,NOMAD-0694 - LION BABE - Just Me/LION BABE - Just Me (Youtube IW3B-gAqo0c).wav,
NOMAD-0695,Pranati Shah,Albela Sajan,HIGH,youtube,wav,15,1,,NOMAD-0695 - Pranati Shah - Albela Sajan/Pranati Shah - Albela Sajan (Youtube gtsGwmkcfEA).wav,
NOMAD-0696,Bear Ghost,Sirens,HIGH,local,flac,29,2,,NOMAD-0696 - Bear Ghost - Sirens/Bear Ghost - Sirens (Local).flac,NOMAD-0696 - Bear Ghost - Sirens/Bear Ghost - Sirens (Local).wav
NOMAD-0697,LABRYS,Bitch in a Band,HIGH,local,flac,26,2,,NOMAD-0697 - LABRYS - Bitch in a Band/LABRYS - Bitch in a Band (Local).flac,NOMAD-0697 - LABRYS - Bitch in a Band/LABRYS - Bitch in a Band (Local).wav
NOMAD-0698,Luvcat,Matador,HIGH,local,flac,26,2,,NOMAD-0698 - Luvcat - Matador/Luvcat - Matador (Local).flac,NOMAD-0698 - Luvcat - Matador/Luvcat - Matador (Local).wav
NOMAD-0699,Luvcat,He's My Man,HIGH,local,flac,28,2,,NOMAD-0699 - Luvcat - He's My Man/Luvcat - He's My Man (Local).flac,NOMAD-0699 - Luvcat - He's My Man/Luvcat - He's My Man (Local).wav
NOMAD-0700,Bruce Cockburn,Pacing The Cage,HIGH,local,flac,26,2,,NOMAD-0700 - Bruce Cockburn - Pacing The Cage/Bruce Cockburn - Pacing The Cage (Local).flac,NOMAD-0700 - Bruce Cockburn - Pacing The Cage/Bruce Cockburn - Pacing The Cage (Local).wav
NOMAD-0701,Japanese Breakfast,Boyish,HIGH,local,flac,26,2,,NOMAD-0701 - Japanese Breakfast - Boyish/Japanese Breakfast - Boyish (Local).flac,NOMAD-0701 - Japanese Breakfast - Boyish/Japanese Breakfast - Boyish (Local).wav
NOMAD-0702,The Manhattan Transfer,A World Apart,HIGH,local,flac,26,2,,NOMAD-0702 - The Manhattan Transfer - A World Apart/The Manhattan Transfer - A World Apart (Local).flac,NOMAD-0702 - The Manhattan Transfer - A World Apart/The Manhattan Transfer - A World Apart (Local).wav
NOMAD-0703,Talking Heads,Making Flippy Floppy,HIGH,local,flac,26,2,,NOMAD-0703 - Talking Heads - Making Flippy Floppy/Talking Heads - Making Flippy Floppy (Local).flac,NOMAD-0703 - Talking Heads - Making Flippy Floppy/Talking Heads - Making Flippy Floppy (Local).wav
NOMAD-0704,A Perfect Circle,A Stranger,HIGH,local,flac,26,2,,NOMAD-0704 - A Perfect Circle - A Stranger/A Perfect Circle - A Stranger (Local).flac,NOMAD-0704 - A Perfect Circle - A Stranger/A Perfect Circle - A Stranger (Local).wav
NOMAD-0705,Pom Pom Squad,Downhill,HIGH,local,flac,30,4,,NOMAD-0705 - Pom Pom Squad - Downhill/Pom Pom Squad - Downhill (Local).flac,NOMAD-0705 - Pom Pom Squad - Downhill/Pom Pom Squad - Downhill (Local).wav ;; NOMAD-0705 - Pom Pom Squad - Downhill/Pom Pom Squad - Downhill (With 3s Intro).flac ;; NOMAD-0705 - Pom Pom Squad - Downhill/Pom Pom Squad - Downhill (With 3s Intro).wav
