brand,offset_s,peak,verdict,video_dur,audio_dur,onset_s,source,status
NOMAD-0001,5.016,0.924,confirmed,262.3,257.253,20.85,measured,active
NOMAD-0002,5.016,0.787,confirmed,174.8,169.77,0.2,measured,active
NOMAD-0003,5.052,0.536,confirmed,208.133,203.04,4.65,measured,active
NOMAD-0004,5.016,0.843,confirmed,226.2,221.153,4.35,measured,active
NOMAD-0005,5.016,0.901,confirmed,247.804,242.782,2.8,measured,active
NOMAD-0006,5.016,0.759,confirmed,229.181,224.157,17.95,measured,active
NOMAD-0007,5.016,0.862,confirmed,197.533,192.522,1.6,measured,active
NOMAD-0008,5.016,0.757,confirmed,208.771,203.736,6.3,measured,active
NOMAD-0009,5.016,0.699,confirmed,201.016,196.008,10.5,measured,active
NOMAD-0010,5.016,0.773,confirmed,203.407,198.408,6.2,measured,active
NOMAD-0011,5.016,0.829,confirmed,142.067,137.038,0.4,measured,active
NOMAD-0012,5.016,0.841,confirmed,214.367,209.345,16.4,measured,active
NOMAD-0013,5.016,0.821,confirmed,182.045,177.032,5.15,measured,active
NOMAD-0014,5.016,0.727,confirmed,304.067,299.05,9.8,measured,active
NOMAD-0015,5.016,0.801,confirmed,216.209,211.173,2.1,measured,active
NOMAD-0016,5.016,0.85,confirmed,222.935,217.896,18.75,measured,active
NOMAD-0017,5.016,0.8,confirmed,161.077,156.048,1.85,measured,active
NOMAD-0018,5.016,0.859,confirmed,162.935,157.91,1.6,measured,active
NOMAD-0019,5.016,0.715,confirmed,195.867,190.824,7.65,measured,active
NOMAD-0020,5.016,0.859,confirmed,93.786,88.776,19.3,measured,active
NOMAD-0021,5.016,0.746,confirmed,177.169,172.147,0.5,measured,active
NOMAD-0022,5.016,0.787,confirmed,201.016,196.008,6.2,measured,active
NOMAD-0023,5.016,0.789,confirmed,234.167,229.146,1.65,measured,active
NOMAD-0024,5.016,0.863,confirmed,206.867,201.864,14.95,measured,active
NOMAD-0025,5.016,0.828,confirmed,235.172,230.16,13.3,measured,active
NOMAD-0026,5.016,0.716,confirmed,217.177,212.167,0.15,measured,active
NOMAD-0027,5.016,0.87,confirmed,141.067,136.046,1.15,measured,active
NOMAD-0028,5.016,0.762,confirmed,180.967,175.944,3.6,measured,active
NOMAD-0029,5.016,0.797,confirmed,212.4,207.386,0.3,measured,active
NOMAD-0030,5.016,0.826,confirmed,188.3,183.275,0.25,measured,active
NOMAD-0031,5.016,0.521,confirmed,202.1,197.064,11.55,measured,active
NOMAD-0032,5.016,0.817,confirmed,221.054,216.033,0.1,measured,active
NOMAD-0033,5.016,0.756,confirmed,119.072,114.051,1.3,measured,active
NOMAD-0034,5.016,0.888,confirmed,87.075,82.051,1.6,measured,active
NOMAD-0035,5.016,0.872,confirmed,219.067,214.047,13.35,measured,active
NOMAD-0036,5.016,0.82,confirmed,202.571,197.52,2.15,measured,active
NOMAD-0037,5.016,0.841,confirmed,142.067,137.038,0.2,measured,active
NOMAD-0038,5.016,0.638,confirmed,216.467,211.387,1.2,measured,active
NOMAD-0039,5.016,0.782,confirmed,159.22,154.201,0.3,measured,active
NOMAD-0040,5.016,0.808,confirmed,212.974,207.961,18.95,measured,active
NOMAD-0041,5.016,0.819,confirmed,184.333,179.304,12.45,measured,active
NOMAD-0042,5.016,0.901,confirmed,227.0,221.962,7.1,measured,active
NOMAD-0043,5.366,0.899,confirmed,244.924,239.304,28.25,measured,active
NOMAD-0044,5.016,0.902,confirmed,243.733,238.707,12.45,measured,active
NOMAD-0045,5.016,0.917,confirmed,311.967,306.939,1.6,measured,active
NOMAD-0046,5.016,0.837,confirmed,229.739,224.758,10.25,measured,active
NOMAD-0047,5.016,0.872,confirmed,223.733,218.697,8.7,measured,active
NOMAD-0048,5.016,0.864,confirmed,185.767,180.741,0.85,measured,active
NOMAD-0049,5.016,0.902,confirmed,219.067,214.073,3.25,measured,active
NOMAD-0050,5.016,0.832,confirmed,213.833,208.849,27.05,measured,active
NOMAD-0051,5.016,0.909,confirmed,224.839,219.82,20.2,measured,active
NOMAD-0052,5.016,0.897,confirmed,240.768,235.781,0.7,measured,active
NOMAD-0053,5.016,0.797,confirmed,149.9,144.901,11.95,measured,active
NOMAD-0054,5.016,0.897,confirmed,261.3,256.313,17.25,measured,active
NOMAD-0055,5.016,0.873,confirmed,237.5,232.49,9.5,measured,active
NOMAD-0056,5.016,0.813,confirmed,177.067,172.069,8.75,measured,active
NOMAD-0057,5.016,0.823,confirmed,353.7,348.709,1.55,measured,active
NOMAD-0058,5.016,0.835,confirmed,251.705,246.7,9.45,measured,active
NOMAD-0059,5.016,0.834,confirmed,272.51,267.494,4.4,measured,active
NOMAD-0060,5.016,0.934,confirmed,204.867,199.863,15.2,measured,active
NOMAD-0061,5.016,0.877,confirmed,295.067,290.038,0.25,measured,active
NOMAD-0062,5.016,0.958,confirmed,300.977,295.993,31.25,measured,active
NOMAD-0063,5.016,0.95,confirmed,266.008,261.016,0.45,measured,active
NOMAD-0064,5.016,0.823,confirmed,220.767,215.771,3.0,measured,active
NOMAD-0065,5.016,0.91,confirmed,227.602,222.616,16.0,measured,active
NOMAD-0066,5.016,0.925,confirmed,263.036,258.011,7.55,measured,active
NOMAD-0067,5.016,0.942,confirmed,288.95,283.951,12.1,measured,active
NOMAD-0068,5.016,0.852,confirmed,173.133,168.124,0.6,measured,active
NOMAD-0069,5.016,0.85,confirmed,218.433,213.394,0.2,measured,active
NOMAD-0070,5.016,0.899,confirmed,174.8,169.796,10.45,measured,active
NOMAD-0071,5.016,0.805,confirmed,205.2,200.176,34.95,measured,active
NOMAD-0072,5.016,0.884,confirmed,166.7,161.672,12.25,measured,active
NOMAD-0073,5.016,0.957,confirmed,171.805,166.818,4.2,measured,active
NOMAD-0074,5.016,0.837,confirmed,114.243,109.218,5.3,measured,active
NOMAD-0075,5.016,0.824,confirmed,274.233,269.218,10.75,measured,active
NOMAD-0076,5.016,0.863,confirmed,177.145,172.121,14.1,measured,active
NOMAD-0077,5.016,0.973,confirmed,411.033,405.969,64.8,measured,active
NOMAD-0078,5.016,0.836,confirmed,300.5,295.4,11.8,measured,active
NOMAD-0079,5.016,0.902,confirmed,299.77,294.766,14.0,measured,active
NOMAD-0080,5.016,0.897,confirmed,225.033,220.003,22.7,measured,active
NOMAD-0081,5.016,0.856,confirmed,538.3,533.238,45.0,measured,active
NOMAD-0082,5.016,0.89,confirmed,293.267,288.261,30.9,measured,active
NOMAD-0083,5.016,0.92,confirmed,173.7,168.673,26.5,measured,active
NOMAD-0084,5.016,0.861,confirmed,240.4,235.389,9.05,measured,active
NOMAD-0085,5.016,0.927,confirmed,289.533,284.526,11.25,measured,active
NOMAD-0086,5.016,0.871,confirmed,267.733,262.713,14.8,measured,active
NOMAD-0087,5.016,0.583,confirmed,344.7,339.67,1.75,measured,active
NOMAD-0088,5.016,0.935,confirmed,209.833,204.8,13.6,measured,active
NOMAD-0089,5.016,0.878,confirmed,168.633,163.605,2.9,measured,active
NOMAD-0090,5.016,0.873,confirmed,148.004,142.994,15.5,measured,active
NOMAD-0091,5.016,0.797,confirmed,164.909,159.896,7.35,measured,active
NOMAD-0092,5.016,0.784,confirmed,279.5,274.495,7.5,measured,active
NOMAD-0093,5.016,0.898,confirmed,246.433,241.424,5.85,measured,active
NOMAD-0094,5.016,0.861,confirmed,139.668,134.661,7.2,measured,active
NOMAD-0095,5.016,0.855,confirmed,240.733,235.703,18.4,measured,active
NOMAD-0096,5.016,0.898,confirmed,198.1,193.071,10.0,measured,active
NOMAD-0097,5.016,0.799,confirmed,238.3,233.273,7.85,measured,active
NOMAD-0098,5.016,0.807,confirmed,205.467,200.464,9.3,measured,active
NOMAD-0099,5.016,0.899,confirmed,157.919,152.895,25.75,measured,active
NOMAD-0100,5.016,0.859,confirmed,193.933,188.918,9.35,measured,active
NOMAD-0101,5.016,0.785,confirmed,201.503,196.493,6.35,measured,active
NOMAD-0102,5.016,0.854,confirmed,175.033,170.005,7.5,measured,active
NOMAD-0103,5.016,0.886,confirmed,194.9,189.858,27.15,measured,active
NOMAD-0104,5.016,0.847,confirmed,206.31,201.273,9.2,measured,active
NOMAD-0105,5.016,0.89,confirmed,224.033,219.011,8.65,measured,active
NOMAD-0106,5.016,0.898,confirmed,262.933,257.907,4.9,measured,active
NOMAD-0107,5.016,0.866,confirmed,195.977,190.955,15.5,measured,active
NOMAD-0108,5.016,0.776,confirmed,231.6,226.534,8.9,measured,active
NOMAD-0109,5.016,0.764,confirmed,220.5,215.484,14.85,measured,active
NOMAD-0110,5.016,0.882,confirmed,237.9,232.882,1.35,measured,active
NOMAD-0111,5.016,0.89,confirmed,206.267,201.247,14.3,measured,active
NOMAD-0112,5.016,0.865,confirmed,228.567,223.53,0.45,measured,active
NOMAD-0113,5.016,0.807,confirmed,199.947,194.926,4.0,measured,active
NOMAD-0114,5.016,0.946,confirmed,177.238,172.225,18.8,measured,active
NOMAD-0115,5.016,0.873,confirmed,273.2,268.173,6.25,measured,active
NOMAD-0116,5.016,0.925,confirmed,51.133,46.106,8.3,measured,active
NOMAD-0118,5.016,0.85,confirmed,283.47,278.465,1.25,measured,active
NOMAD-0119,5.016,0.866,confirmed,172.478,167.445,20.6,measured,active
NOMAD-0120,5.016,0.861,confirmed,287.033,281.992,19.35,measured,active
NOMAD-0121,5.016,0.879,confirmed,145.984,140.957,13.65,measured,active
NOMAD-0122,5.016,0.882,confirmed,200.0,194.978,8.85,measured,active
NOMAD-0123,5.016,0.784,confirmed,127.571,122.567,4.2,measured,active
NOMAD-0124,5.016,0.826,confirmed,160.915,155.899,7.6,measured,active
NOMAD-0125,5.016,0.772,confirmed,240.304,235.285,6.85,measured,active
NOMAD-0126,5.016,0.864,confirmed,117.702,112.666,1.65,measured,active
NOMAD-0127,5.016,0.917,confirmed,271.967,266.945,32.0,measured,active
NOMAD-0128,5.016,0.844,confirmed,179.885,174.864,9.05,measured,active
NOMAD-0129,5.016,0.868,confirmed,213.74,208.718,32.9,measured,active
NOMAD-0130,5.016,0.868,confirmed,257.2,252.16,24.1,measured,active
NOMAD-0131,5.016,0.907,confirmed,238.967,233.927,27.65,measured,active
NOMAD-0132,5.016,0.868,confirmed,274.833,269.793,2.0,measured,active
NOMAD-0133,5.016,0.847,confirmed,256.604,251.585,17.3,measured,active
NOMAD-0134,5.016,0.9,confirmed,313.702,308.689,40.6,measured,active
NOMAD-0135,5.016,0.934,confirmed,303.0,297.947,20.25,measured,active
NOMAD-0136,5.016,0.923,confirmed,210.536,205.48,25.6,measured,active
NOMAD-0137,5.016,0.861,confirmed,300.234,295.16,0.05,measured,active
NOMAD-0138,5.016,0.888,confirmed,265.985,260.933,5.7,measured,active
NOMAD-0139,5.016,0.879,confirmed,285.606,280.547,26.35,measured,active
NOMAD-0140,5.016,0.942,confirmed,272.6,267.533,26.75,measured,active
NOMAD-0141,5.016,0.953,confirmed,297.133,292.093,18.3,measured,active
NOMAD-0142,5.016,0.852,confirmed,312.567,307.54,0.0,measured,active
NOMAD-0143,5.016,0.978,confirmed,321.467,316.4,22.55,measured,active
NOMAD-0144,5.016,0.93,confirmed,218.7,213.64,31.2,measured,active
NOMAD-0145,5.016,0.926,confirmed,203.967,198.92,8.15,measured,active
NOMAD-0146,5.016,0.909,confirmed,78.3,73.227,2.8,measured,active
NOMAD-0147,5.016,0.891,confirmed,136.371,131.294,11.3,measured,active
NOMAD-0148,5.016,0.907,confirmed,223.433,218.364,39.1,measured,active
NOMAD-0149,5.016,0.467,confirmed,203.667,198.621,2.65,measured,active
NOMAD-0150,5.016,0.934,confirmed,143.4,138.353,0.0,measured,active
NOMAD-0151,5.016,0.944,confirmed,174.267,169.214,1.35,measured,active
NOMAD-0152,5.016,0.84,confirmed,147.679,142.629,5.1,measured,active
NOMAD-0153,5.016,0.9,confirmed,191.1,186.025,10.55,measured,active
NOMAD-0154,5.016,0.859,confirmed,134.267,129.221,11.55,measured,active
NOMAD-0155,5.016,0.889,confirmed,202.711,197.647,0.4,measured,active
NOMAD-0156,5.016,0.849,confirmed,144.034,138.987,3.3,measured,active
NOMAD-0157,5.016,0.878,confirmed,319.67,314.613,1.55,measured,active
NOMAD-0158,5.016,0.852,confirmed,134.4,129.347,13.9,measured,active
NOMAD-0159,5.016,0.828,confirmed,200.435,195.373,0.15,measured,active
NOMAD-0160,5.016,0.761,confirmed,252.433,247.4,0.65,measured,active
NOMAD-0161,5.016,0.841,confirmed,263.4,258.32,1.45,measured,active
NOMAD-0162,5.016,0.558,confirmed,145.706,140.653,10.2,measured,active
NOMAD-0163,5.016,0.831,confirmed,190.52,185.467,4.0,measured,active
NOMAD-0164,5.016,0.707,confirmed,146.542,141.493,0.2,measured,active
NOMAD-0165,5.016,0.865,confirmed,219.6,214.533,29.25,measured,active
NOMAD-0166,5.016,0.852,confirmed,209.375,204.32,0.05,measured,active
NOMAD-0167,8.72,0.707,needs-review,270.9,262.098,0.25,measured,active
NOMAD-0168,5.016,0.878,confirmed,240.1,235.044,8.9,measured,active
NOMAD-0169,5.016,0.964,confirmed,274.0,268.922,38.25,measured,active
NOMAD-0170,5.016,0.866,confirmed,360.167,355.056,8.9,measured,active
NOMAD-0171,5.016,0.725,confirmed,214.4,209.333,22.9,measured,active
NOMAD-0172,5.016,0.934,confirmed,225.071,220.013,40.65,measured,active
NOMAD-0173,5.016,0.868,confirmed,291.806,286.747,19.15,measured,active
NOMAD-0174,5.016,0.91,confirmed,218.433,213.373,0.2,measured,active
NOMAD-0175,5.016,0.905,confirmed,80.9,75.84,0.35,measured,active
NOMAD-0176,5.016,0.892,confirmed,442.733,437.68,36.6,measured,active
NOMAD-0177,5.016,0.903,confirmed,203.547,198.48,1.6,measured,active
NOMAD-0178,5.016,0.879,confirmed,198.233,193.173,17.2,measured,active
NOMAD-0179,5.016,0.841,confirmed,263.547,258.507,18.45,measured,active
NOMAD-0180,5.016,0.934,confirmed,288.137,283.067,49.65,measured,active
NOMAD-0181,5.016,0.729,confirmed,410.033,404.973,19.45,measured,active
NOMAD-0182,5.016,0.88,confirmed,235.567,230.52,0.15,measured,active
NOMAD-0183,5.016,0.824,confirmed,154.867,149.8,0.5,measured,active
NOMAD-0184,5.016,0.811,confirmed,237.1,232.027,25.3,measured,active
NOMAD-0185,5.016,0.778,confirmed,241.7,236.627,0.25,measured,active
NOMAD-0186,5.016,0.781,confirmed,231.867,226.8,16.6,measured,active
NOMAD-0187,5.016,0.755,confirmed,209.8,204.733,4.55,measured,active
NOMAD-0188,5.016,0.932,confirmed,198.833,193.773,3.4,measured,active
NOMAD-0189,5.016,0.873,confirmed,129.382,124.36,2.1,measured,active
NOMAD-0190,5.016,0.955,confirmed,212.8,207.733,2.65,measured,active
NOMAD-0191,5.016,0.748,confirmed,251.267,246.227,26.0,measured,active
NOMAD-0192,5.016,0.749,confirmed,179.867,174.8,3.8,measured,active
NOMAD-0193,5.016,0.524,confirmed,158.7,153.64,15.0,measured,active
NOMAD-0194,5.016,0.691,confirmed,235.706,230.64,40.7,measured,active
NOMAD-0195,5.016,0.871,confirmed,302.133,297.088,6.3,measured,active
NOMAD-0196,5.016,0.677,confirmed,328.633,323.57,37.5,measured,active
NOMAD-0198,5.016,0.657,confirmed,245.033,240.001,12.6,measured,active
NOMAD-0219,5.016,0.795,confirmed,219.847,214.808,9.2,measured,active
NOMAD-0233,5.016,0.819,confirmed,185.067,180.048,0.65,measured,active
NOMAD-0236,5.016,0.808,confirmed,241.133,236.1,10.75,measured,active
NOMAD-0237,5.016,0.79,confirmed,223.539,218.523,14.35,measured,active
NOMAD-0240,5.103,0.8,confirmed,163.383,158.279,2.65,measured,active
NOMAD-0241,5.052,0.756,confirmed,158.7,153.621,0.4,measured,active
NOMAD-0242,5.016,0.799,confirmed,301.667,296.612,2.8,measured,active
NOMAD-0243,5.016,0.789,confirmed,160.7,155.643,0.35,measured,active
NOMAD-0244,5.016,0.843,confirmed,266.967,261.901,12.2,measured,active
NOMAD-0245,5.016,0.758,confirmed,235.2,230.156,8.05,measured,active
NOMAD-0246,5.016,0.899,confirmed,247.067,242.045,8.4,measured,active
NOMAD-0247,5.016,0.886,confirmed,196.581,191.565,2.15,measured,active
NOMAD-0248,5.016,0.756,confirmed,167.207,162.187,21.1,measured,active
NOMAD-0249,5.016,0.77,confirmed,370.08,365.053,1.45,measured,active
NOMAD-0250,5.016,0.777,confirmed,169.761,164.733,9.55,measured,active
NOMAD-0251,5.016,0.548,confirmed,293.667,288.64,5.8,measured,active
NOMAD-0252,5.016,0.811,confirmed,201.039,196.013,0.0,measured,active
NOMAD-0253,5.016,0.859,confirmed,230.167,225.107,1.2,measured,active
NOMAD-0254,5.016,0.523,confirmed,222.567,217.533,11.6,measured,active
NOMAD-0255,5.016,0.506,confirmed,190.5,185.453,7.8,measured,active
NOMAD-0256,5.016,0.53,confirmed,187.618,182.587,18.8,measured,active
NOMAD-0257,5.016,0.758,confirmed,198.7,193.64,0.25,measured,active
NOMAD-0258,5.016,0.857,confirmed,173.6,168.547,11.35,measured,active
NOMAD-0259,5.016,0.761,confirmed,203.477,198.453,16.05,measured,active
NOMAD-0260,5.016,0.828,confirmed,187.153,182.12,1.35,measured,active
NOMAD-0261,5.016,0.864,confirmed,236.833,231.805,31.4,measured,active
NOMAD-0262,5.016,0.938,confirmed,272.9,267.842,0.5,measured,active
NOMAD-0263,5.016,0.533,confirmed,296.5,291.457,14.25,measured,active
NOMAD-0264,5.016,0.806,confirmed,187.067,182.044,6.0,measured,active
NOMAD-0265,5.016,0.922,confirmed,205.867,200.806,3.3,measured,active
NOMAD-0266,5.016,0.9,confirmed,267.4,262.362,5.4,measured,active
NOMAD-0267,5.016,0.733,confirmed,319.043,314.027,8.0,measured,active
NOMAD-0268,5.016,0.893,confirmed,201.341,196.325,3.4,measured,active
NOMAD-0269,5.016,0.949,confirmed,199.467,194.421,3.15,measured,active
NOMAD-0270,5.016,0.977,confirmed,386.367,381.341,12.0,measured,active
NOMAD-0271,5.016,0.928,confirmed,256.936,251.873,0.05,measured,active
NOMAD-0272,5.016,0.789,confirmed,69.319,64.287,2.8,measured,active
NOMAD-0273,5.016,0.764,confirmed,235.969,230.949,17.8,measured,active
NOMAD-0274,5.016,0.85,confirmed,227.911,222.877,0.35,measured,active
NOMAD-0275,5.016,0.864,confirmed,166.75,161.698,6.25,measured,active
NOMAD-0276,5.016,0.666,confirmed,231.51,226.482,14.85,measured,active
NOMAD-0277,5.016,0.826,confirmed,194.614,189.571,1.8,measured,active
NOMAD-0278,5.016,0.74,confirmed,195.775,190.72,10.1,measured,active
NOMAD-0279,5.016,0.836,confirmed,217.091,212.062,44.3,measured,active
NOMAD-0280,5.016,0.912,confirmed,185.442,180.402,12.65,measured,active
NOMAD-0281,5.016,0.8,confirmed,207.919,202.893,13.25,measured,active
NOMAD-0282,5.016,0.775,confirmed,282.478,277.42,17.35,measured,active
NOMAD-0283,5.016,0.914,confirmed,383.787,378.749,0.0,measured,active
NOMAD-0284,5.016,0.683,confirmed,284.15,279.118,23.8,measured,active
NOMAD-0285,5.016,0.76,confirmed,261.302,256.287,1.7,measured,active
NOMAD-0286,5.016,0.798,confirmed,195.171,190.145,19.2,measured,active
NOMAD-0287,5.016,0.871,confirmed,184.815,179.749,0.2,measured,active
NOMAD-0288,5.016,0.798,confirmed,271.518,266.449,28.9,measured,active
NOMAD-0289,5.016,0.87,confirmed,189.087,184.059,28.45,measured,active
NOMAD-0290,5.016,0.658,confirmed,313.732,308.715,6.55,measured,active
NOMAD-0291,5.016,0.877,confirmed,258.956,253.91,5.55,measured,active
NOMAD-0292,5.016,0.647,confirmed,217.857,212.793,8.25,measured,active
NOMAD-0293,5.016,0.757,confirmed,254.428,249.391,1.2,measured,active
NOMAD-0294,5.016,0.796,confirmed,264.343,259.318,15.55,measured,active
NOMAD-0295,5.016,0.848,confirmed,240.357,235.285,15.45,measured,active
NOMAD-0296,5.016,0.847,confirmed,224.15,219.115,31.1,measured,active
NOMAD-0297,5.016,0.676,confirmed,212.052,206.994,9.9,measured,active
NOMAD-0298,5.016,0.849,confirmed,229.769,224.731,25.1,measured,active
NOMAD-0299,5.016,0.876,confirmed,205.527,200.516,7.35,measured,active
NOMAD-0300,5.016,0.862,confirmed,177.988,172.957,22.8,measured,active
NOMAD-0301,5.016,0.872,confirmed,239.382,234.371,5.1,measured,active
NOMAD-0302,5.016,0.886,confirmed,253.987,248.921,10.1,measured,active
NOMAD-0303,5.016,0.709,confirmed,283.523,278.491,5.75,measured,active
NOMAD-0304,5.016,0.892,confirmed,238.476,233.404,25.75,measured,active
NOMAD-0305,5.016,0.81,confirmed,214.885,209.868,11.25,measured,active
NOMAD-0306,5.016,0.846,confirmed,235.318,230.296,31.55,measured,active
NOMAD-0307,5.016,0.901,confirmed,317.076,468.767,11.55,measured,active
NOMAD-0308,5.016,0.885,confirmed,208.035,203.024,22.6,measured,active
NOMAD-0309,5.016,0.878,confirmed,284.893,279.876,18.2,measured,active
NOMAD-0310,5.016,0.864,confirmed,237.989,232.96,17.1,measured,active
NOMAD-0311,5.016,0.877,confirmed,240.218,235.18,15.95,measured,active
NOMAD-0312,5.016,0.724,confirmed,251.851,246.831,25.0,measured,active
NOMAD-0313,5.016,0.875,confirmed,203.461,198.426,17.1,measured,active
NOMAD-0314,5.016,0.853,confirmed,258.817,253.78,23.05,measured,active
NOMAD-0315,5.739,0.337,confirmed,153.77,152.173,18.65,measured,active
NOMAD-0316,5.016,0.538,confirmed,299.08,294.034,15.55,measured,active
NOMAD-0317,5.016,0.842,confirmed,233.252,228.232,13.85,measured,active
NOMAD-0318,5.016,0.838,confirmed,95.906,90.88,1.6,measured,active
NOMAD-0319,5.016,0.862,confirmed,245.071,240.039,3.55,measured,active
NOMAD-0320,5.016,0.908,confirmed,213.654,208.588,14.25,measured,active
NOMAD-0321,5.016,0.658,confirmed,255.009,249.966,5.2,measured,active
NOMAD-0322,5.016,0.886,confirmed,305.791,300.722,14.45,measured,active
NOMAD-0323,5.016,0.717,confirmed,340.203,335.177,33.7,measured,active
NOMAD-0324,5.016,0.713,confirmed,212.609,207.595,15.0,measured,active
NOMAD-0325,5.016,0.848,confirmed,206.224,201.195,27.75,measured,active
NOMAD-0326,5.016,0.823,confirmed,328.3,323.268,24.05,measured,active
NOMAD-0327,5.016,0.78,confirmed,136.905,131.889,0.45,measured,active
NOMAD-0328,5.016,0.716,confirmed,310.382,305.366,0.3,measured,active
NOMAD-0329,5.016,0.793,confirmed,195.071,190.04,19.3,measured,active
NOMAD-0330,2.715,0.376,confirmed,286.233,339.08,0.2,measured,active
NOMAD-0331,5.016,0.709,confirmed,365.933,360.885,16.2,measured,active
NOMAD-0332,4.921,0.446,confirmed,175.8,170.736,19.25,measured,active
NOMAD-0333,5.038,0.653,confirmed,217.27,209.182,9.95,measured,active
NOMAD-0334,5.016,0.848,confirmed,229.633,224.575,13.95,measured,active
NOMAD-0335,5.016,0.737,confirmed,239.133,234.088,0.2,measured,active
NOMAD-0336,5.016,0.949,confirmed,440.111,435.08,55.1,measured,active
NOMAD-0337,5.016,0.934,confirmed,199.133,194.084,0.5,measured,active
NOMAD-0338,5.016,0.658,confirmed,253.267,248.24,5.0,measured,active
NOMAD-0339,5.016,0.867,confirmed,209.267,204.227,10.45,measured,active
NOMAD-0340,5.016,0.932,confirmed,155.2,150.152,0.6,measured,active
NOMAD-0341,5.016,0.708,confirmed,123.033,117.981,0.3,measured,active
NOMAD-0342,5.016,0.677,confirmed,205.667,200.637,0.4,measured,active
NOMAD-0343,5.016,0.778,confirmed,197.672,192.64,1.95,measured,active
NOMAD-0344,5.016,0.888,confirmed,232.433,227.373,7.95,measured,active
NOMAD-0345,5.016,0.8,confirmed,422.905,417.878,4.85,measured,active
NOMAD-0346,5.016,0.889,confirmed,258.253,253.231,20.65,measured,active
NOMAD-0347,5.016,0.466,confirmed,306.852,301.827,25.4,measured,active
NOMAD-0348,5.016,0.751,confirmed,171.619,166.6,6.75,measured,active
NOMAD-0349,5.016,0.751,confirmed,320.433,315.373,13.7,measured,active
NOMAD-0350,5.016,0.52,confirmed,175.822,170.787,5.0,measured,active
NOMAD-0351,5.016,0.699,confirmed,268.934,263.895,2.5,measured,active
NOMAD-0352,5.016,0.826,confirmed,211.6,206.542,19.3,measured,active
NOMAD-0353,5.016,0.812,confirmed,271.267,266.213,19.75,measured,active
NOMAD-0354,5.016,0.883,confirmed,237.146,232.125,33.3,measured,active
NOMAD-0355,5.016,0.812,confirmed,234.367,229.307,13.8,measured,active
NOMAD-0356,5.016,0.707,confirmed,202.567,197.532,0.6,measured,active
NOMAD-0357,5.016,0.935,confirmed,368.524,363.497,3.65,measured,active
NOMAD-0358,5.016,0.877,confirmed,172.767,167.733,3.3,measured,active
NOMAD-0359,5.016,0.876,confirmed,401.961,396.933,7.5,measured,active
NOMAD-0360,5.016,0.797,confirmed,153.484,148.467,6.85,measured,active
NOMAD-0361,5.016,0.765,confirmed,245.691,240.663,15.6,measured,active
NOMAD-0362,5.016,0.85,confirmed,194.235,189.2,16.65,measured,active
NOMAD-0363,5.016,0.872,confirmed,185.067,180.04,7.1,measured,active
NOMAD-0364,5.016,0.893,confirmed,353.333,348.28,21.0,measured,active
NOMAD-0365,5.016,0.673,confirmed,303.903,298.867,18.25,measured,active
NOMAD-0366,5.016,0.876,confirmed,187.2,182.149,19.2,measured,active
NOMAD-0367,5.016,0.886,confirmed,241.279,236.253,2.6,measured,active
NOMAD-0368,5.016,0.766,confirmed,351.365,346.333,12.3,measured,active
NOMAD-0369,5.016,0.793,confirmed,194.1,189.069,5.9,measured,active
NOMAD-0370,5.016,0.892,confirmed,283.133,278.093,16.05,measured,active
NOMAD-0371,5.016,0.927,confirmed,201.133,196.093,15.75,measured,active
NOMAD-0372,5.016,0.851,confirmed,138.0,132.973,3.9,measured,active
NOMAD-0373,5.016,0.885,confirmed,140.969,135.933,5.1,measured,active
NOMAD-0374,5.016,0.863,confirmed,210.9,205.84,18.75,measured,active
NOMAD-0375,5.016,0.929,confirmed,211.604,206.576,2.0,measured,active
NOMAD-0376,5.016,0.718,confirmed,166.371,161.344,4.95,measured,active
NOMAD-0377,5.016,0.792,confirmed,250.067,245.04,1.15,measured,active
NOMAD-0378,5.016,0.786,confirmed,173.941,168.925,14.0,measured,active
NOMAD-0379,5.016,0.7,confirmed,247.6,242.567,8.6,measured,active
NOMAD-0380,5.016,0.873,confirmed,217.4,212.358,6.25,measured,active
NOMAD-0381,5.016,0.877,confirmed,234.433,245.121,28.8,measured,active
NOMAD-0382,5.016,0.892,confirmed,239.607,234.568,1.65,measured,active
NOMAD-0383,5.016,0.908,confirmed,214.39,209.36,8.1,measured,active
NOMAD-0384,5.016,0.652,confirmed,144.367,139.333,17.9,measured,active
NOMAD-0385,5.016,0.861,confirmed,332.649,327.627,3.45,measured,active
NOMAD-0386,5.016,0.791,confirmed,239.468,234.44,17.6,measured,active
NOMAD-0387,5.016,0.972,confirmed,192.471,187.443,1.2,measured,active
NOMAD-0388,5.016,0.688,confirmed,251.171,246.133,0.1,measured,active
NOMAD-0389,5.016,0.629,confirmed,221.078,216.04,8.15,measured,active
NOMAD-0390,5.016,0.587,confirmed,189.467,184.427,4.95,measured,active
NOMAD-0391,5.016,0.666,confirmed,266.589,261.56,15.9,measured,active
NOMAD-0392,5.016,0.637,confirmed,224.444,219.429,4.3,measured,active
NOMAD-0393,5.016,0.767,confirmed,193.353,188.314,0.2,measured,active
NOMAD-0394,5.016,0.933,confirmed,163.933,158.883,0.1,measured,active
NOMAD-0395,5.016,0.924,confirmed,199.733,194.699,0.3,measured,active
NOMAD-0396,5.016,0.735,confirmed,249.467,244.413,0.2,measured,active
NOMAD-0397,5.016,0.812,confirmed,236.92,230.922,0.6,measured,active
